date,StockCode,price,units_sold,revenue,transaction_count,previous_units,previous_price,rolling_7d_units,rolling_30d_units,historical_avg_price,price_change,price_ratio,price_vs_historical_avg,log_price,demand_trend,demand_momentum,day_of_week,month,year,is_weekend
2009-12-02,SYN0000,19.46,1,19.46,3,1,19.46,1.0,1.0,19.46,0.0,1.0,1.0,3.0184717605234805,1.0,0.0,2,12,2009,0
2009-12-03,SYN0000,19.46,1,19.46,2,1,19.46,1.0,1.0,19.46,0.0,1.0,1.0,3.0184717605234805,1.0,0.0,3,12,2009,0
2009-12-04,SYN0000,16.54,6,99.24,3,1,19.46,1.0,1.0,19.46,-2.9200000000000017,0.8499486125385405,0.8499486125385405,2.864483986944037,1.0,0.0,4,12,2009,0
2009-12-05,SYN0000,16.54,1,16.54,1,6,16.54,2.6666666666666665,2.6666666666666665,18.486666666666668,0.0,1.0,0.8946988820771726,2.864483986944037,1.0,0.0,5,12,2009,1
2009-12-06,SYN0000,18.19,1,18.19,4,1,16.54,2.25,2.25,18.0,1.6500000000000021,1.0997581620314392,1.0105555555555557,2.9543893100196086,1.0,0.0,6,12,2009,1
2009-12-07,SYN0000,18.19,5,90.95,2,1,18.19,2.0,2.0,18.038,0.0,1.0,1.0084266548397827,2.9543893100196086,1.0,0.0,0,12,2009,0
2009-12-08,SYN0000,18.19,3,54.57000000000001,1,5,18.19,2.5,2.5,18.063333333333333,0.0,1.0,1.0070123639047797,2.9543893100196086,1.0,0.0,1,12,2009,0
2009-12-09,SYN0000,18.19,4,72.76,1,3,18.19,2.5714285714285716,2.5714285714285716,18.08142857142857,0.0,1.0,1.0060045824444972,2.9543893100196086,1.0,0.0,2,12,2009,0
2009-12-10,SYN0000,15.46,3,46.38,1,4,18.19,3.0,2.75,18.095,-2.7300000000000004,0.8499175371083012,0.8543796628903013,2.800933195248924,1.0909090909090908,0.25,3,12,2009,0
2009-12-11,SYN0000,17.78,5,88.9,2,3,15.46,3.2857142857142856,2.7777777777777777,17.802222222222223,2.3200000000000003,1.15006468305304,0.9987517163899639,2.932792473780117,1.1828571428571428,0.5079365079365079,4,12,2009,0
2009-12-12,SYN0000,19.56,3,58.67999999999999,1,5,17.78,3.142857142857143,3.0,17.8,1.7799999999999976,1.1001124859392575,1.098876404494382,3.0233474405869645,1.0476190476190477,0.1428571428571428,5,12,2009,1
2009-12-13,SYN0000,16.63,2,33.26,3,3,19.56,3.4285714285714284,3.0,17.96,-2.9299999999999997,0.8502044989775052,0.925946547884187,2.869601996409779,1.1428571428571428,0.4285714285714284,6,12,2009,1
2009-12-14,SYN0000,17.46,4,69.84,1,2,16.63,3.5714285714285716,2.9166666666666665,17.849166666666665,0.8300000000000018,1.0499098015634396,0.9781969279611561,2.9156062290747062,1.2244897959183674,0.6547619047619051,0,12,2009,0
2009-12-15,SYN0000,19.21,3,57.63,3,4,17.46,3.4285714285714284,3.0,17.81923076923077,1.75,1.100229095074456,1.0780487804878047,3.00617753141553,1.1428571428571428,0.4285714285714284,1,12,2009,0
2009-12-16,SYN0000,19.21,5,96.05000000000001,1,3,19.21,3.4285714285714284,3.0,17.91857142857143,0.0,1.0,1.072072072072072,3.00617753141553,1.1428571428571428,0.4285714285714284,2,12,2009,0
2009-12-17,SYN0000,20.17,2,40.34,1,5,19.21,3.5714285714285716,3.1333333333333333,18.004666666666665,0.9600000000000009,1.0499739718896408,1.1202651164512907,3.0525850851467737,1.1398176291793314,0.4380952380952383,3,12,2009,0
2009-12-18,SYN0000,20.17,2,40.34,1,2,20.17,3.4285714285714284,3.0625,18.14,0.0,1.0,1.1119073869900773,3.0525850851467737,1.119533527696793,0.3660714285714284,4,12,2009,0
2009-12-19,SYN0000,23.2,1,23.2,4,2,20.17,3.0,3.0,18.259411764705884,3.0299999999999976,1.1502231036192363,1.2705776231435841,3.186352633162641,1.0,0.0,5,12,2009,1
2009-12-20,SYN0000,19.72,1,19.72,2,1,23.2,2.7142857142857144,2.888888888888889,18.53388888888889,-3.4800000000000004,0.85,1.0639968825874524,3.031099417391282,0.9395604395604397,-0.17460317460317443,6,12,2009,1
2009-12-21,SYN0000,18.73,2,37.46,2,1,19.72,2.5714285714285716,2.789473684210526,18.596315789473685,-0.9899999999999984,0.9497971602434078,1.0071887470636516,2.982140320034524,0.9218328840970352,-0.2180451127819545,0,12,2009,0
2009-12-22,SYN0000,17.79,1,17.79,1,2,18.73,2.2857142857142856,2.75,18.603,-0.9400000000000013,0.9498131340096102,0.9562973713917109,2.933324813425374,0.8311688311688311,-0.4642857142857144,1,12,2009,0
2009-12-23,SYN0000,16.01,9,144.09,1,1,17.79,2.0,2.6666666666666665,18.564285714285717,-1.7799999999999976,0.8999437886453064,0.8624086186994998,2.8338014064077703,0.75,-0.6666666666666665,2,12,2009,0
2009-12-24,SYN0000,16.81,5,84.05,2,9,16.01,2.5714285714285716,2.9545454545454546,18.448181818181823,0.7999999999999972,1.0499687695190505,0.9112009067166015,2.87976009730157,0.8703296703296703,-0.38311688311688297,3,12,2009,0
2009-12-25,SYN0000,16.81,5,84.05,4,5,16.81,3.0,3.0434782608695654,18.376956521739135,0.0,1.0,0.914732533655097,2.87976009730157,0.9857142857142857,-0.04347826086956541,4,12,2009,0
2009-12-26,SYN0000,16.81,3,50.42999999999999,1,5,16.81,3.4285714285714284,3.125,18.311666666666667,0.0,1.0,0.9179939929007007,2.87976009730157,1.097142857142857,0.3035714285714284,5,12,2009,1
2009-12-27,SYN0000,18.49,4,73.96,2,3,16.81,3.7142857142857144,3.12,18.2516,1.6799999999999997,1.0999405116002379,1.0130618685485107,2.9699015135194693,1.1904761904761905,0.5942857142857143,6,12,2009,1
2009-12-28,SYN0000,17.57,3,52.71,2,4,18.49,4.142857142857143,3.1538461538461537,18.26076923076923,-0.9199999999999982,0.9502433747971878,0.9621719533257509,2.9215473753646144,1.3135888501742161,0.9890109890109895,0,12,2009,0
2009-12-29,SYN0000,19.33,6,115.97999999999999,1,3,17.57,4.285714285714286,3.1481481481481484,18.235185185185188,1.759999999999998,1.1001707455890721,1.0600385904336345,3.012097627640255,1.3613445378151259,1.1375661375661372,1,12,2009,0
2009-12-30,SYN0000,21.26,4,85.04,2,6,19.33,5.0,3.25,18.274285714285714,1.9300000000000033,1.099844800827729,1.1633833646028768,3.102791345847399,1.5384615384615385,1.75,2,12,2009,0
2009-12-31,SYN0000,18.07,1,18.07,3,4,21.26,4.285714285714286,3.2758620689655173,18.377241379310348,-3.1900000000000013,0.8499529633113828,0.9832814200472847,2.9481164196123277,1.3082706766917291,1.0098522167487682,3,12,2009,0
2010-01-01,SYN0000,18.07,4,72.28,2,1,18.07,3.7142857142857144,3.2,18.367000000000004,0.0,1.0,0.9838296945608971,2.9481164196123277,1.1607142857142856,0.5142857142857142,4,1,2010,0
2010-01-02,SYN0000,17.17,2,34.34,3,4,18.07,3.5714285714285716,3.3,18.357419354838715,-0.8999999999999986,0.9501936912008855,0.9353166514374076,2.89977188240808,1.0822510822510825,0.2714285714285718,5,1,2010,1
2010-01-03,SYN0000,14.59,3,43.769999999999996,3,2,17.17,3.4285714285714284,3.3333333333333335,18.3203125,-2.580000000000002,0.8497379149679672,0.7963837953091685,2.7466296830696852,1.0285714285714285,0.0952380952380949,6,1,2010,1
2010-01-04,SYN0000,16.78,3,50.34,2,3,14.59,3.2857142857142856,3.2333333333333334,18.207272727272727,2.1900000000000013,1.1501028101439343,0.921609746355103,2.8780742300857587,1.01620029455081,0.052380952380952195,0,1,2010,0
2010-01-05,SYN0000,15.1,2,30.2,3,3,16.78,3.2857142857142856,3.3,18.165294117647058,-1.6800000000000015,0.899880810488677,0.8312554645251126,2.7788192719904172,0.9956709956709957,-0.014285714285714235,1,1,2010,0
2010-01-06,SYN0000,13.62,2,27.24,4,2,15.1,2.7142857142857144,3.3333333333333335,18.077714285714286,-1.4800000000000004,0.9019867549668874,0.7534138323429004,2.6823904543216326,0.8142857142857143,-0.6190476190476191,2,1,2010,0
2010-01-07,SYN0000,15.66,2,31.32,4,2,13.62,2.4285714285714284,3.2333333333333334,17.95388888888889,2.040000000000001,1.1497797356828194,0.8722344277005909,2.8130106367386967,0.7511045655375551,-0.804761904761905,3,1,2010,0
2010-01-08,SYN0000,15.66,2,31.32,3,2,15.66,2.5714285714285716,3.2,17.89189189189189,0.0,1.0,0.8752567975830816,2.8130106367386967,0.8035714285714286,-0.6285714285714286,4,1,2010,0
2010-01-09,SYN0000,14.88,2,29.76,2,2,15.66,2.2857142857142856,3.1333333333333333,17.833157894736843,-0.7799999999999994,0.9501915708812261,0.8344007319304666,2.7650604558189897,0.729483282674772,-0.8476190476190477,5,1,2010,1
2010-01-10,SYN0000,14.88,5,74.4,1,2,14.88,2.2857142857142856,3.1,17.757435897435897,0.0,1.0,0.8379588182632051,2.7650604558189897,0.7373271889400921,-0.8142857142857145,6,1,2010,1
2010-01-11,SYN0000,17.11,2,34.22,3,5,14.88,2.5714285714285716,3.1,17.685499999999998,2.2299999999999986,1.1498655913978493,0.9674592180034493,2.896464271895322,0.8294930875576038,-0.5285714285714285,0,1,2010,0
2010-01-12,SYN0000,19.68,2,39.36,3,2,17.11,2.4285714285714284,3.066666666666667,17.671463414634147,2.5700000000000003,1.1502045587375804,1.113659889859633,3.0291670496402285,0.7919254658385092,-0.6380952380952385,1,1,2010,0
2010-01-13,SYN0000,20.66,7,144.62,1,2,19.68,2.4285714285714284,3.066666666666667,17.71928571428571,0.9800000000000004,1.0497967479674797,1.1659612206232115,3.0754672415728446,0.7919254658385092,-0.6380952380952385,2,1,2010,0
2010-01-14,SYN0000,20.66,4,82.64,3,7,20.66,3.142857142857143,3.1666666666666665,17.78767441860465,0.0,1.0,1.1614784211696108,3.0754672415728446,0.9924812030075189,-0.023809523809523725,3,1,2010,0
2010-01-15,SYN0000,21.69,2,43.38,1,4,20.66,3.4285714285714284,3.2,17.85295454545454,1.0300000000000011,1.0498547918683447,1.214924955125839,3.1219242987917504,1.0714285714285714,0.2285714285714282,4,1,2010,0
